"LICENCE_NO","PREMISE_NAME","PREMISE_ADDRESS","CATEGORY","SUB_CATEGORY","CURRENCY","LAST_UPDATED","EASTING","NORTHING","LONGITUDE","LATITUDE"
"58141","Relish Everyday","Shop 1, 43 Arthur Street, EAST LAUNCESTON, 7250","Special","Other","2014/12/15","Wednesday 08 May 2019",512606,5412470,147.150896430946,-41.4392425207734
"58154","Red Feather Inn","42 Main Road, HADSPEN, 7290","Special","Restaurant/Accommodation","2008/06/24","Wednesday 08 May 2019",505212,5405092,147.062452558191,-41.5057818393974
"58239","Bicheno Winery","Waubs Gulch, Waubs Esplande, BICHENO, 7215","Special","Other","2008/07/07","Wednesday 08 May 2019",608764,5363437,148.310690214245,-41.8735118363974
"58269","Top of the Town Hotel Motel","195 Mount Street, UPPER BURNIE, 7320","General","Hotel","2016/05/24","Wednesday 08 May 2019",407761,5452864,145.902085126626,-41.0702484205627
"58292","Quill Australia","30 Salamanca Square, BATTERY POINT, 7004","Special","Online / Internet","2016/12/12","Wednesday 08 May 2019",527185,5251610,147.332917922062,-42.8876284473403
"58307","Tasmanian Gourmet Distributors","250 George Town Road, ROCHERLEA, 7248","Special","Other","2014/12/04","Wednesday 08 May 2019",510265,5419631,147.122752780135,-41.3747725846845
"58543","Salt Lounge Bar","Shop 7/1 Fairway Crescent, SHEARWATER, 7307","General","Hotel","2008/05/06","Wednesday 08 May 2019",461423,5443303,146.540186572035,-41.1606872166082
"58585","Wursthaus Kitchen Launceston","15 Quadrant Mall, LAUNCESTON, 7250","Special","Restaurant","2013/04/15","Wednesday 08 May 2019",511700,5412664,147.140047699027,-41.4375087743471
"58611","Australian Whisky Holdings Management Pty Ltd","Nant Estate, 254 Nant Lane, BOTHWELL, 7030","General","Tavern","2017/03/08","Wednesday 08 May 2019",501511,5310882,147.018347043293,-42.3543258501886
"58627","The Kazz Bar","Shop 5, 34 Quail Street, ST HELENS, 7216","On",NA,"2017/06/01","Wednesday 08 May 2019",604676,5424800,148.250722406589,-41.3214815578723
"58791","The Astor Grill","157 Macquarie Street, HOBART, 7000","On-Restaurant",NA,"2011/03/30","Wednesday 08 May 2019",526687,5251900,147.326805535456,-42.8850345331232
"58816","Pierres","88 George Street, LAUNCESTON, 7250","On-Restaurant",NA,"2017/08/27","Wednesday 08 May 2019",511680,5412830,147.1398050933,-41.4360138160743
"58864","Steve's Liquor Warehouse Lindisfarne","189a Derwent Avenue, LINDISFARNE, 7015","Off",NA,"2017/06/26","Wednesday 08 May 2019",528933,5256174,147.354089226696,-42.8464647940003
"58934","BWS (Longford)","19 Wellington Street, LONGFORD, 7301","Off",NA,"2018/06/29","Wednesday 08 May 2019",510009,5395884,147.120085677925,-41.5886760384177
"58970","Shout Bottleshops (Sandy Bay)","623 Sandy Bay Road, SANDY BAY, 7005","Off",NA,"2009/08/04","Wednesday 08 May 2019",529057,5248696,147.355993667626,-42.9138002734249
"58978","Ciuccio","Shop 9 Salamanca Square, BATTERY POINT, 7004","On-Restaurant",NA,"2013/01/17","Wednesday 08 May 2019",527185,5251611,147.332917873635,-42.8876194422245
"59054","Gabriel's on the Bay","6955 Arthur Highway, PORT ARTHUR, 7182","Special","Restaurant","2018/06/11","Wednesday 08 May 2019",569531,5223401,147.854980564858,-43.1389420381511
"59124","Highland Brae Vineyard","40 Archers Road, FRANKLIN, 7113","Special","Wine Producer - Grape","2015/05/20","Wednesday 08 May 2019",497059,5227021,146.963853534729,-43.1095329976677
"59143","Retro Cafe","7/ 31-35 Salamanca Place, BATTERY POINT, 7004","Special","Restaurant","2018/06/30","Wednesday 08 May 2019",527081,5251700,147.331639977435,-42.8868216831563
"59223","Pickled Evenings","135 George Street, LAUNCESTON, 7250","On",NA,"2017/02/15","Wednesday 08 May 2019",511884,5412599,147.142251430504,-41.4380915612802
"59265","Berta Restaurant & Wine Bar","323A Elizabeth Street, NORTH HOBART, 7002","On-Restaurant",NA,"2014/07/18","Wednesday 08 May 2019",525857,5253152,147.316583972567,-42.873788655164
"59383","The Old Black Stump Restaurant","7 Wellington Street, GOWRIE PARK, 7306","Special","Restaurant","2016/07/25","Wednesday 08 May 2019",434532,5408768,146.215966955449,-41.4700153272802
"59498","Putters Adventure Golf","10 Main Road, MOONAH, 7009","Special","Other","2008/09/26","Wednesday 08 May 2019",524292,5255670,147.29731410266,-42.85116497525
"59540","Mowbray Golf Club","28 Grubb Street, MOWBRAY, 7248","On",NA,"2010/10/25","Wednesday 08 May 2019",511430,5417235,147.136729462163,-41.3963391105607
"59657","9/11 Kingston Plaza","Shop 4 Kingston Plaza, 20 Channel Highway, KINGSTON, 7050","Off",NA,"2008/12/18","Wednesday 08 May 2019",525384,5241946,147.311300484043,-42.9747154180944
"59663","Tarkine Hotel","1 Main Road, CORINNA, 7321","General","Hotel","2017/12/07","Wednesday 08 May 2019",339966,5387172,145.078137787188,-41.6511399824563
"59826","Blue Skies","Grd Floor, Murray Street Pier, Lot 1 Franklin Wharf, HOBART, 7000","On",NA,"2015/07/01","Wednesday 08 May 2019",527124,5251868,147.332158439562,-42.8853072966166
"59897","Howrah Point Store","78 Howrah Road, HOWRAH, 7018","Special","Other","2017/04/06","Wednesday 08 May 2019",533154,5251479,147.406022687957,-42.8885722148337
"59944","North Esk Rowing Club","55a Lindsay Street, LAUNCESTON, 7900","On",NA,"2018/08/03","Wednesday 08 May 2019",511006,5413315,147.131728762103,-41.4316546825785
"60055","Quamby Estate","1145 Westwood Road, HAGLEY, 7292","General","Hotel","2017/08/23","Wednesday 08 May 2019",494385,5403813,146.932706585615,-41.5172996187907
"60121","Tracks Cafe","63-65 Belle Vue Parade, NEW TOWN, 7008","On-Restaurant",NA,"2009/01/01","Wednesday 08 May 2019",525451,5255307,147.311515537973,-42.854396146888
"60136","The Cherry Shed","243 Gilbert Street, LATROBE, 7307","Special","Other","2015/01/12","Wednesday 08 May 2019",452561,5434702,146.433894428421,-41.2376905338196
"60200","Deli Central","48b Victoria Street, ULVERSTONE, 7315","Special","Other","2015/04/20","Wednesday 08 May 2019",430606,5443491,146.172917212316,-41.1569420684752
"60253","Blue Berry Barn Cafe","1969 Frankford Highway, FRANKFORD, 7275","Special","Restaurant","2009/01/01","Wednesday 08 May 2019",481136,5423187,146.774528266316,-41.3425859064391
"60257","Black Cow Bistro","70 George Street, LAUNCESTON, 7250","On-Restaurant",NA,"2008/12/17","Wednesday 08 May 2019",511658,5412899,147.139540431412,-41.435392616301
"60272","grazers","157-167 Scamander Avenue, SCAMANDER, 7215","Special","Restaurant/Accommodation","2017/01/11","Wednesday 08 May 2019",605539,5409066,148.26377320894,-41.4630605365596
"60310","Nandroya Cellar Door","262 Sandfly Road, MARGATE, 7054","Special","Wine Producer - Grape","2009/02/28","Wednesday 08 May 2019",519856,5238354,147.243635437977,-43.0072257568775
"60341","Edelweiss Lakeside Function Centre","Alpine Crescent, GRINDELWALD, 7277","Special","Other","2015/11/20","Wednesday 08 May 2019",500204,5422143,147.002438667473,-41.3522107646053
"60591","The Agrarian Kitchen","650 Lachlan Road, LACHLAN, 7140","Special","Other","2010/06/01","Wednesday 08 May 2019",502878,5256923,147.035218171149,-42.840261885189
"60605","Two Oaks Cafe","15235 Bass Highway, SOMERSET, 7322","Special","Other","2017/12/13","Wednesday 08 May 2019",400901,5456673,145.82105958952,-41.0351368044837
"60606","The Tassal Salmon Shop","2 Salamanca Square, BATTERY POINT, 7004","Special","Other","2012/09/03","Wednesday 08 May 2019",527104,5251612,147.331925884756,-42.8876133172526
"60666","Shout Bottleshops (Clarence)","172 Clarence Street, BELLERIVE, 7018","Off",NA,"2010/04/30","Wednesday 08 May 2019",531673,5252900,147.387805784087,-42.8758388948149
"60667","Shout Bottleshops (Lenah Valley)","462-466 Elizabeth Street, NORTH HOBART, 7000","Off",NA,"2010/06/22","Wednesday 08 May 2019",525437,5253789,147.311412875831,-42.8680664709339
"60676","All Thai (Sandy Bay)","Shop 12, 236-244 Sandy Bay Road, Mayfair Complex, SANDY BAY, 7005","Special","Restaurant","2014/06/25","Wednesday 08 May 2019",526807,5250701,147.328332281269,-42.8958274626502
"60713","Botanical Gardens Restaurant","Queens Domain, 11 Lower Domain Road, QUEENS DOMAIN, 7000","Special","Other","2015/09/14","Wednesday 08 May 2019",527014,5254183,147.330700078894,-42.8644643025691
"60720","Sandy Mart","3/48 King Street, SANDY BAY, 7005","Special","Other","2009/03/13","Wednesday 08 May 2019",526698,5250856,147.326989895402,-42.8944354915787
"60766","Club 54","35-39 Cameron Street, LAUNCESTON, 7250","General","Hotel","2014/06/17","Wednesday 08 May 2019",511709,5412952,147.140149847261,-41.4349144752392
"60804","Penguin Surf Life Saving Club","First Floor, 130 Preservation Drive, PRESERVATION BAY, 7316","On",NA,"2018/08/31","Wednesday 08 May 2019",419913,5449445,146.046263815208,-41.102330140002
"60808","Ottimo Ristoranto Italiano","255 Liverpool Street, HOBART, 7000","On-Restaurant",NA,"2017/12/11","Wednesday 08 May 2019",526335,5251870,147.322496463527,-42.8853169099819
"60819","Cornwall Vineyard","368 Richmond Road, CAMBRIDGE, 7170","Special","Wine Producer - Grape","2009/03/19","Wednesday 08 May 2019",535409,5259278,147.433146872036,-42.8182404535783
"60901","Giants' Table and Cottages","9-13 Junee Road, MAYDENA, 7140","General","Tavern","2014/01/09","Wednesday 08 May 2019",469211,5266444,146.623757819623,-42.7539087784588
"60985","Broadview Vineyard","87 Rowbottoms Road, GRANTON, 7030","Special","Wine Producer - Grape","2009/08/27","Wednesday 08 May 2019",516889,5267398,147.206356925086,-42.7457496519468
"61014","Attunga Ridge Vineyard","9 Alexandra Esplanade, BELLERIVE, 7018","Special","Wine Producer - Grape","2009/08/28","Wednesday 08 May 2019",531467,5252388,147.385312251941,-42.8804580107908
"61135","Invermay Bowls & Community Club","Forster Street, INVERMAY, 7248","Club",NA,"2018/07/01","Wednesday 08 May 2019",511518,5414045,147.13784286934,-41.4250719982788
"61140","Puddleduck Vineyard","992 Richmond Road, RICHMOND, 7025","Special","Wine Producer/Restaurant","2013/08/08","Wednesday 08 May 2019",533704,5264003,147.412008319031,-42.7757679824444
"61155","Cube Aqua","Launceston Aquatic Centre, 18a High Street, EAST LAUNCESTON, 7250","Special","Restaurant","2009/05/22","Wednesday 08 May 2019",512188,5412946,147.145883299213,-41.4349613933184
"61235","Field Blend Pty Ltd","21 Natlee Crescent, OLD BEACH, 7017","Special","Online / Internet","2016/09/09","Wednesday 08 May 2019",522599,5264200,147.276251330915,-42.7744018561303
"61276","Bruce's","145 Old Bass Highway, WYNYARD, 7325","Special","Restaurant","2015/10/15","Wednesday 08 May 2019",396109,5460646,145.764732204265,-40.9987583261704
"61284","Van Dieman Brewery","537 White Hills Road, EVANDALE, 7212","Special","Other","2009/10/01","Wednesday 08 May 2019",521913,5401897,147.262686647452,-41.5342774928728
"61328","Burnie Bowls Complex","Les Clarke Oval, 15 Fidler Street, COOEE, 7320","General","Tavern","2016/03/24","Wednesday 08 May 2019",405112,5456023,145.871046609811,-41.0414925024783
"61329","Burnie United Football Complex","46 Terrylands Street, MONTELLO, 7320","On",NA,"2018/01/03","Wednesday 08 May 2019",407074,5453974,145.89407678089,-41.0601730604591
"61713","Jo and Co. Cafe","74 Main Road, PENGUIN, 7316","Special","Other","2016/03/31","Wednesday 08 May 2019",422103,5448213,146.072184465043,-41.1136395449952
"61747","Flamingos Dance Bar","201 Liverpool Street, HOBART, 7000","On",NA,"2009/09/12","Wednesday 08 May 2019",526437,5252010,147.323738936297,-42.8840526667401
"61752","Sip and Seaview at Bicheno","29 Banksia Street, BICHENO, 7215","Special","Restaurant/Accommodation","2014/02/27","Wednesday 08 May 2019",607417,5363373,148.294473476878,-41.8742722179477
"61764","University of Tasmania - Cradle Coast Campus","16 - 20 Mooreville Road, PARK GROVE, 7320","Special","Other","2012/05/02","Wednesday 08 May 2019",405913,5454208,145.880297835121,-41.0579321398688
"61861","Jack loves Red","16 Ocean Esplanade, BLACKMANS BAY, 7052","Special","Restaurant","2016/02/01","Wednesday 08 May 2019",526476,5238955,147.32483397814,-43.0016120629009
"62169","Lancaster Coffee House & Wine Bar","1 Reibey Street, ULVERSTONE, 7315","Special","Other","2015/12/23","Wednesday 08 May 2019",430331,5443496,146.169640480688,-41.1568734535028
"62199","Pasinis Delicatessan Cucina","Shop 2/70 Burgess Street, BICHENO, 7215","Special","Other","2009/10/01","Wednesday 08 May 2019",608163,5363206,148.303491783797,-41.8756743024277
"62285","Makers' Workshop","2 Bass Highway, PARKLANDS, 7320","Special","Other","2014/08/01","Wednesday 08 May 2019",407596,5455500,145.900516939822,-41.0464885988559
"62309","Parsons Bay Retreat","1583 Nubeena Road, NUBEENA, 7184","Special","Restaurant","2017/07/24","Wednesday 08 May 2019",560535,5228517,147.743813850098,-43.0936498976684
"62506","Mecca","22 Mount Street, BURNIE, 7320","On",NA,"2010/03/25","Wednesday 08 May 2019",407965,5454998,145.904831801525,-41.0510516692969
"62585","Napoli Cafe","2 Wilson Street, BURNIE, 7320","Special","Restaurant","2012/03/30","Wednesday 08 May 2019",408099,5455100,145.906441266231,-41.0501481453612
"62630","The Launceston Store","Level 1, Launceston Airport, 201 Evandale Road, WESTERN JUNCTION, 7212","Special","Other","2015/12/24","Wednesday 08 May 2019",517150,5400930,147.205617182616,-41.5431038344554
"62631","Plataduk Wines","28 Main Street, RINGAROOMA, 7263","Special","Other","2009/11/10","Wednesday 08 May 2019",561745,5434118,147.736871016923,-41.2419848658971
"62719","Tao House Bistro","252-256 Macquarie Street, HOBART, 7000","General","Tavern","2018/08/15","Wednesday 08 May 2019",526232,5251346,147.321259638828,-42.8900391420614
"62728","Mantra Collins Hotel","58 Collins Street, HOBART, 7000","On",NA,"2016/04/22","Wednesday 08 May 2019",527010,5252352,147.330739144533,-42.8809528578254
"62849","Bay Hire","131 Sandy Bay Road, SANDY BAY, 7005","Special","Other","2010/11/05","Wednesday 08 May 2019",526537,5251010,147.325010759677,-42.8930543190565
"63016","Ross Motel","2 High Street, ROSS, 7209","Special","Restaurant/Accommodation","2015/07/02","Wednesday 08 May 2019",540634,5346850,147.490869271038,-42.0293367812047
"63043","Oyster Cove Organic Store","2728 Channel Highway, KETTERING, 7155","Special","Other","2016/05/11","Wednesday 08 May 2019",519832,5227244,147.24373687857,-43.1072710303907
"63055","Kings Bridge Bar & Restaurant","147 Paterson Street, LAUNCESTON, 7250","Special","Other","2018/08/31","Wednesday 08 May 2019",510912,5412284,147.13062231399,-41.4409427296085
"63056","University Mowbray Sports and Community Club","Brooks Road, University Campus, NEWNHAM, 7248","Club",NA,"2012/02/27","Wednesday 08 May 2019",510435,5416943,147.124832002127,-41.3989828554857
"63072","Dome","29 Elizabeth Street, HOBART, 7000","Special","Restaurant","2010/11/21","Wednesday 08 May 2019",526861,5252250,147.328919538771,-42.8818766370402
"63074","Bakers Lane","81 York Street, LAUNCESTON, 7250","On",NA,"2014/10/10","Wednesday 08 May 2019",511656,5412496,147.139524266288,-41.4390226783818
"63183","Swan Bay Vineyard","718 Windermere Road, SWAN BAY, 7252","Special","Wine Producer - Grape","2010/03/01","Wednesday 08 May 2019",499409,5428171,146.992940899411,-41.2979119831027
"63233","Lucky Ducks Cafe","1665 Main Road, NUBEENA, 7184","Special","Restaurant","2010/01/22","Wednesday 08 May 2019",560419,5227697,147.742477842546,-43.1010425802269
"63242","Saffire Freycinet","2352 Coles Bay Road, COLES BAY, 7215","General","Tavern","2012/10/01","Wednesday 08 May 2019",604551,5337629,148.264524115343,-42.106467940765
"63253","Calabrisella Restaurant","56 Wellington Street, LAUNCESTON, 7250","Special","Restaurant","2010/03/02","Wednesday 08 May 2019",511490,5412231,147.137542263881,-41.441412064416
"63316","Scorchers by the River Gallery Cafe","1 Esplanade, ORFORD, 7190","Special","Other","2016/01/11","Wednesday 08 May 2019",571632,5287778,147.872613715873,-42.5590780118527
"63345","Aaj India","146-148 Charles Street, LAUNCESTON, 7250","Special","Restaurant","2015/08/17","Wednesday 08 May 2019",511596,5412375,147.138808380632,-41.4401134574074
"63352","Commodore Regent Motor Inn","13 Brisbane Street, LAUNCESTON, 7250","Special","Restaurant","2010/09/30","Wednesday 08 May 2019",512053,5413087,147.14426462027,-41.433693369347
"63358","9/11 Shoreline Plaza","Shop 2, Shoreline Shopping Centre, 6 Shoreline Drive, HOWRAH, 7018","Off",NA,"2010/08/07","Wednesday 08 May 2019",533249,5252413,147.407130772294,-42.8801573705774
"63376","Burnie Tennis Centre","2 Eastwood Drive, BURNIE, 7320","On",NA,"2018/01/19","Wednesday 08 May 2019",406930,5454737,145.892478606257,-41.053284670836
"63396","Big Bargain Bottleshop - Hadspen","Shop 4, 39 Winifred Jane Crescent, HADSPEN, 7290","Off",NA,"2015/10/08","Wednesday 08 May 2019",505761,5405280,147.069029123364,-41.5040846805209
"63479","Bento Box on George","68 George Street, LAUNCESTON, 7250","Special","Restaurant","2018/05/11","Wednesday 08 May 2019",511651,5412901,147.139456606591,-41.4353747028354
"63480","BWS (Shorewell Park)","Shops 3 - 5 / 11A Wiseman St, SHOREWELL PARK, 7320","Off",NA,"2017/08/21","Wednesday 08 May 2019",406237,5452670,145.883918765072,-41.0718214182006
"63567","Big Bargain Bottleshop (Spreyton)","116-120 Mersey Main Road, SPREYTON, 7310","Off",NA,"2011/05/16","Wednesday 08 May 2019",445288,5436440,146.34726402917,-41.2215764670926
"63678","Greenstore Gourmet","134 - 138 New Town Road, NEW TOWN, 7008","Special","Restaurant","2010/06/22","Wednesday 08 May 2019",525069,5254625,147.306870404183,-42.8605503092743
"63801","Geeveston Onestop Shop","64 Arve Road, GEEVESTON, 7116","Special","Other","2016/08/01","Wednesday 08 May 2019",493615,5221254,146.921458526205,-43.1614428728851
"63939","Urban Greek","103 Murray Street, HOBART, 7000","On",NA,"2015/11/16","Wednesday 08 May 2019",526454,5252294,147.323933729389,-42.8814946205439
"64040","BWS (Bridgewater)","Shop 3 & 4 Greenpoint Shopping Plaza, 26-28 Greenpoint Road, BRIDGEWATER, 7030","Off",NA,"2015/07/22","Wednesday 08 May 2019",520065,5268189,147.245134249657,-42.7385498762349
"64056","Eumarrah","39 Barrack Street, HOBART, 7000","Special","Other","2010/06/22","Wednesday 08 May 2019",526301,5251898,147.322078796767,-42.8850659384051
